SGDID	GeneID	Alias	GO Term
YHL022C	SPO11	SPO11	GO:0000794,GO:0003682,GO:0007129,GO:0007130,GO:0042138,GO:0042138,GO:0045027,SO:0000704
YHL021C	AIM17	AIM17,FMP12	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0007005,SO:0000704
YHL020C	OPI1	OPI1	GO:0000122,GO:0003714,GO:0005634,GO:0005634,GO:0005634,GO:0005635,GO:0005654,GO:0005783,GO:0008654,GO:0030968,GO:0031965,GO:0034399,GO:0045944,GO:0070300,GO:0071072,SO:0000704
YHL019W-A	YHL019W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL019C	APM2	APM2	GO:0003674,GO:0005634,GO:0005769,GO:0005802,GO:0006896,SO:0000704
YHL018W	MCO14	MCO14	GO:0003674,GO:0005739,GO:0008150,SO:0000704
YHL017W	YHL017W	-	GO:0003674,GO:0008150,GO:0030136,SO:0000704
YHL016C	DUR3	DUR3	GO:0005783,GO:0005886,GO:0005886,GO:0015204,GO:0015489,GO:0015489,GO:0015606,GO:0015606,GO:0015840,GO:0015847,GO:0015847,GO:0015848,GO:0015848,GO:0071944,SO:0000704
YHL015W-A	YHL015W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL015W	RPS20	RPS20,S10,URP2,uS10	GO:0000462,GO:0002181,GO:0003729,GO:0003735,GO:0022627,SO:0000704
YHL014C	YLF2	YLF2,YLF1	GO:0005525,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YHL013C	OTU2	OTU2	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YHL012W	YHL012W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL011C	PRS3	PRS3	GO:0002189,GO:0004749,GO:0005737,GO:0006015,GO:0006015,GO:0008361,GO:0031505,SO:0000704
YHL010C	ETP1	ETP1	GO:0005575,GO:0008139,GO:0043130,GO:0045471,SO:0000704
YHL009C	YAP3	YAP3	GO:0003700,GO:0005634,GO:0006357,GO:0043565,SO:0000704
YHL008C	YHL008C	-	GO:0000324,GO:0006821,GO:0140299,GO:2001225,SO:0000704
YHL007C	STE20	STE20	GO:0000011,GO:0000011,GO:0000122,GO:0000131,GO:0000165,GO:0000282,GO:0000750,GO:0000750,GO:0001402,GO:0001403,GO:0003729,GO:0004672,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005886,GO:0006468,GO:0006468,GO:0007096,GO:0007118,GO:0007118,GO:0007121,GO:0007121,GO:0007124,GO:0007232,GO:0007232,GO:0008349,GO:0010468,GO:0010629,GO:0010629,GO:0019899,GO:0034063,GO:0034063,GO:0035376,GO:0035404,GO:0043065,GO:0043332,GO:0044025,SO:0000704
YHL006W-A	YHL006W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL006C	SHU1	SHU1	GO:0000725,GO:0000725,GO:0000730,GO:0003674,GO:0005730,GO:0035861,GO:0043007,GO:0097196,GO:0097196,SO:0000704
YHL005C	YHL005C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL004W	MRP4	MRP4,uS2m	GO:0003735,GO:0005739,GO:0005739,GO:0005763,GO:0032543,SO:0000704
YHL003C	LAG1	LAG1	GO:0005783,GO:0005783,GO:0005783,GO:0005783,GO:0046513,GO:0046513,GO:0050291,GO:0050291,GO:0050291,GO:0061576,SO:0000704
YHL002C-A	YHL002C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL002W	HSE1	HSE1	GO:0005768,GO:0005774,GO:0006623,GO:0006623,GO:0016237,GO:0033565,GO:0043130,GO:0043130,GO:0045324,GO:1904669,SO:0000704
YHL001W	RPL14B	RPL14B,L14B,L14e,eL14	GO:0000027,GO:0000470,GO:0002181,GO:0003723,GO:0003735,GO:0005730,GO:0022625,SO:0000704
YHR001W	OSH7	OSH7	GO:0005737,GO:0005829,GO:0006887,GO:0006897,GO:0008289,GO:0015918,GO:0016125,GO:0030011,GO:0032541,GO:0034727,GO:0045324,GO:0120015,SO:0000704
YHR001W-A	QCR10	QCR10	GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005750,GO:0006122,GO:0008121,GO:0009060,SO:0000704
YHR002W	LEU5	LEU5	GO:0005739,GO:0005743,GO:0015228,GO:0015880,SO:0000704
YHR003C	TCD1	TCD1	GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005741,GO:0061503,GO:0061504,SO:0000704
YHR004C	NEM1	NEM1	GO:0004721,GO:0004721,GO:0005739,GO:0005739,GO:0005783,GO:0005811,GO:0006470,GO:0006470,GO:0006998,GO:0016021,GO:0034613,GO:0046889,GO:0071071,GO:0071072,GO:0071595,GO:0140042,GO:1903740,SO:0000704
YHR005C	GPA1	GPA1,CDC70,DAC1,SCG1	GO:0000742,GO:0000743,GO:0000750,GO:0000750,GO:0000754,GO:0000754,GO:0003924,GO:0003924,GO:0005768,GO:0005829,GO:0005834,GO:0005834,GO:0005834,GO:0005886,GO:0031681,GO:0048017,GO:0071701,SO:0000704
YHR005C-A	TIM10	TIM10,MRS11	GO:0005739,GO:0005739,GO:0042719,GO:0042719,GO:0045039,GO:0045039,GO:0051082,GO:0140318,GO:0140318,SO:0000704
YHR006W	STP2	STP2	GO:0000978,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0005634,GO:0005737,GO:0045944,GO:0045944,GO:0045944,SO:0000704
YHR007C	ERG11	ERG11,CYP51	GO:0005783,GO:0005783,GO:0005783,GO:0006696,GO:0008398,SO:0000704
YHR007C-A	YHR007C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR008C	SOD2	SOD2	GO:0004784,GO:0004784,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0072593,SO:0000704
YHR009C	TDA3	TDA3,BTN3	GO:0003674,GO:0005737,GO:0005737,GO:0005770,GO:0042147,GO:0042147,GO:0042147,SO:0000704
YHR010W	RPL27A	RPL27A,L27A,L27e,RPL27,eL27	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YHR011W	DIA4	DIA4	GO:0004828,GO:0005737,GO:0005739,GO:0005739,GO:0070158,SO:0000704
YHR012W	VPS29	VPS29,PEP11,VPT6	GO:0005768,GO:0030904,GO:0030904,GO:0030906,GO:0042147,GO:0140312,GO:0140312,SO:0000704
YHR013C	ARD1	ARD1,NAA10	GO:0004596,GO:0004596,GO:0006474,GO:0006474,GO:0016573,GO:0031415,GO:0061606,SO:0000704
YHR014W	SPO13	SPO13	GO:0000779,GO:0003674,GO:0005634,GO:0045876,GO:0051177,GO:0051177,GO:0071459,GO:0072687,SO:0000704
YHR015W	MIP6	MIP6	GO:0003723,GO:0005628,GO:0006417,GO:0010609,GO:0016071,SO:0000704
YHR016C	YSC84	YSC84,LSB4	GO:0005829,GO:0006897,GO:0030036,GO:0030479,GO:0051015,GO:0051017,GO:0051666,GO:0051666,SO:0000704
YHR017W	YSC83	YSC83	GO:0003674,GO:0005739,GO:0005739,GO:0005741,GO:0008150,SO:0000704
YHR018C	ARG4	ARG4	GO:0004056,GO:0005829,GO:0042450,SO:0000704
YHR019C	DED81	DED81	GO:0004816,GO:0005829,GO:0006421,SO:0000704
YHR020W	YHR020W	-	GO:0004827,GO:0005575,GO:0006433,SO:0000704
YHR021C	RPS27B	RPS27B,S27B,S27e,YS20,eS27,rp61	GO:0000028,GO:0000462,GO:0000479,GO:0002181,GO:0003735,GO:0022627,SO:0000704
YHR021W-A	ECM12	ECM12	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR022C	YHR022C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR022C-A	YHR022C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR023W	MYO1	MYO1	GO:0000131,GO:0000142,GO:0000920,GO:0005515,GO:0005515,GO:0005515,GO:0005935,GO:0016460,GO:0031671,GO:0032027,GO:0032033,GO:1902404,GO:1902404,GO:1902404,GO:1903475,GO:1903475,GO:1904498,GO:1904498,SO:0000704
YHR024C	MAS2	MAS2,MIF2	GO:0004222,GO:0005739,GO:0005739,GO:0006627,GO:0017087,SO:0000704
YHR025W	THR1	THR1	GO:0004413,GO:0005575,GO:0009088,GO:0009092,SO:0000704
YHR026W	VMA16	VMA16,PPA1	GO:0000220,GO:0000220,GO:0007035,GO:0016021,GO:0046961,GO:0046961,SO:0000704
YHR027C	RPN1	RPN1,HRD2,NAS1	GO:0004175,GO:0004175,GO:0005634,GO:0005634,GO:0005737,GO:0005783,GO:0006511,GO:0006511,GO:0008540,GO:0030674,GO:0034515,SO:0000704
YHR028C	DAP2	DAP2,DPP2	GO:0000329,GO:0000329,GO:0008239,GO:0016485,SO:0000704
YHR028W-A	YHR028W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR029C	YHI9	YHI9	GO:0000785,GO:0003674,GO:0030968,SO:0000704
YHR030C	SLT2	SLT2,BYC2,LYT2,MPK1,SLK2	GO:0000196,GO:0000196,GO:0004672,GO:0004674,GO:0004674,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0005934,GO:0005934,GO:0005935,GO:0005935,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0007165,GO:0008361,GO:0009272,GO:0010447,GO:0010973,GO:0010973,GO:0030242,GO:0030968,GO:0030968,GO:0034976,GO:0036498,GO:0042306,GO:0043332,GO:0060237,GO:0060237,GO:0060256,GO:0090364,SO:0000704
YHR031C	RRM3	RRM3,RTT104	GO:0000002,GO:0003678,GO:0005657,GO:0005657,GO:0005657,GO:0006260,GO:0043596,GO:0044806,GO:0071932,GO:0097046,GO:0098781,SO:0000704
YHR032W	ERC1	ERC1	GO:0003674,GO:0005575,GO:0006556,SO:0000704
YHR032W-A	YHR032W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR032C-A	YHR032C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR033W	YHR033W	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YHR034C	PIH1	PIH1,NOP17	GO:0000492,GO:0005515,GO:0005634,GO:0005737,GO:0006364,GO:0006364,GO:0006457,GO:0006457,GO:0006457,GO:0008361,GO:0097255,GO:0097255,SO:0000704
YHR035W	NEL1	NEL1	GO:0005096,GO:0005829,GO:0008150,SO:0000704
YHR036W	BRL1	BRL1	GO:0003674,GO:0005635,GO:0005635,GO:0005783,GO:0005783,GO:0006998,GO:0016021,GO:0055088,GO:0055088,SO:0000704
YHR037W	PUT2	PUT2	GO:0003842,GO:0003842,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0006537,GO:0010133,SO:0000704
YHR038W	RRF1	RRF1,FIL1,KIM4	GO:0003747,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0032543,SO:0000704
YHR039C	MSC7	MSC7	GO:0003674,GO:0005783,GO:0007131,SO:0000704
YHR039C-A	VMA10	VMA10,YHR039BC,YHR039C-B	GO:0000221,GO:0000329,GO:0000329,GO:0007035,GO:0007035,GO:0046961,GO:0046961,SO:0000704
YHR040W	BCD1	BCD1	GO:0000492,GO:0003676,GO:0005634,GO:0005634,GO:0005737,GO:0016074,GO:0030515,GO:0042254,SO:0000704
YHR041C	SRB2	SRB2,HRS2,MED20	GO:0001094,GO:0003713,GO:0003713,GO:0010689,GO:0010691,GO:0019904,GO:0045944,GO:0051123,GO:0070847,SO:0000704
YHR042W	NCP1	NCP1,CPR1	GO:0003958,GO:0005739,GO:0005739,GO:0005739,GO:0005741,GO:0006696,GO:0009055,SO:0000704
YHR043C	DOG2	DOG2,2-deoxyglucose-6-phosphatase	GO:0003850,GO:0005634,GO:0005737,GO:0005737,GO:0006006,SO:0000704
YHR044C	DOG1	DOG1,2-deoxyglucose-6-phosphatase	GO:0003850,GO:0005575,GO:0006006,SO:0000704
YHR045W	YHR045W	-	GO:0003674,GO:0005783,GO:0005783,GO:0008150,SO:0000704
YHR046C	INM1	INM1	GO:0005634,GO:0005737,GO:0008934,GO:0008934,GO:0046855,GO:0046855,SO:0000704
YHR047C	AAP1	AAP1,AAP1'	GO:0004177,GO:0005634,GO:0005737,GO:0005977,GO:0006508,SO:0000704
YHR048W	YHK8	YHK8	GO:0003674,GO:0005886,GO:0071944,GO:1990961,SO:0000704
YHR049W	FSH1	FSH1	GO:0004622,GO:0005634,GO:0005737,GO:0006915,GO:0016788,SO:0000704
YHR049C-A	YHR049C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR050W	SMF2	SMF2	GO:0005739,GO:0005739,GO:0005770,GO:0005802,GO:0006824,GO:0006828,GO:0006877,GO:0022890,GO:0030026,SO:0000704
YHR050W-A	YHR050W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR051W	COX6	COX6	GO:0004129,GO:0004129,GO:0005739,GO:0005739,GO:0005751,GO:0006123,SO:0000704
YHR052W	CIC1	CIC1,NSA3	GO:0000463,GO:0000463,GO:0000466,GO:0005730,GO:0019843,GO:0030163,GO:0030163,GO:0030674,GO:0030687,GO:0030687,GO:0070180,GO:0070628,SO:0000704
YHR052W-A	YHR052W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR052C-B	YHR052C-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR053C	CUP1-1	CUP1-1,CUP1	GO:0004784,GO:0005507,GO:0005829,GO:0005829,GO:0010273,GO:0016209,GO:0019430,GO:0019430,GO:0046688,GO:0046870,GO:0071585,SO:0000704
YHR054C	YHR054C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR054W-A	YHR054W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR054C-B	YHR054C-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR055C	CUP1-2	CUP1-2,CUP1	GO:0004784,GO:0005507,GO:0005829,GO:0005829,GO:0010273,GO:0016209,GO:0019430,GO:0019430,GO:0046688,GO:0046870,GO:0071585,SO:0000704
YHR056C	RSC30	RSC30	GO:0006303,GO:0006303,GO:0006337,GO:0006355,GO:0006368,GO:0016586,SO:0000704
YHR056W-A	YHR056W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR057C	CPR2	CPR2,CYP2	GO:0000324,GO:0003755,GO:0008150,SO:0000704
YHR058C	MED6	MED6	GO:0003713,GO:0045944,GO:0045944,GO:0051123,GO:0070847,SO:0000704
YHR059W	FYV4	FYV4,mS41	GO:0003735,GO:0005739,GO:0005739,GO:0005763,GO:0032543,SO:0000704
YHR060W	VMA22	VMA22,CEV1,VPH6	GO:0005634,GO:0007035,GO:0042406,GO:0042406,GO:0042406,GO:0051082,GO:0051082,GO:0070072,GO:1990871,SO:0000704
YHR061C	GIC1	GIC1	GO:0000131,GO:0000131,GO:0005634,GO:0005737,GO:0005934,GO:0005934,GO:0005934,GO:0005935,GO:0007096,GO:0030010,GO:0031106,GO:0031106,GO:0031267,GO:0031267,GO:0032488,GO:0043332,SO:0000704
YHR062C	RPP1	RPP1	GO:0000171,GO:0000171,GO:0000172,GO:0000172,GO:0000172,GO:0000294,GO:0003723,GO:0004526,GO:0004526,GO:0005634,GO:0005655,GO:0005655,GO:0005829,GO:0006364,GO:0006364,GO:0008033,GO:0008033,GO:0034965,SO:0000704
YHR063C	PAN5	PAN5	GO:0005737,GO:0008677,GO:0015940,SO:0000704
YHR063W-A	YHR063W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR064C	SSZ1	SSZ1,PDR13	GO:0002181,GO:0005737,GO:0005844,GO:0006364,GO:0006450,GO:0006452,GO:0051082,GO:0051083,SO:0000704
YHR065C	RRP3	RRP3	GO:0000462,GO:0003724,GO:0005730,GO:0008186,GO:0008186,SO:0000704
YHR066W	SSF1	SSF1	GO:0000027,GO:0000463,GO:0005730,GO:0008361,GO:0019843,GO:0030687,SO:0000704
YHR067W	HTD2	HTD2,RMD12	GO:0005739,GO:0005739,GO:0005739,GO:0006631,GO:0019171,SO:0000704
YHR068W	DYS1	DYS1	GO:0005737,GO:0008612,GO:0034038,SO:0000704
YHR069C	RRP4	RRP4	GO:0000176,GO:0000176,GO:0000177,GO:0000177,GO:0000467,GO:0000467,GO:0000467,GO:0000467,GO:0003674,GO:0034427,GO:0034475,GO:0070478,GO:0070481,GO:0070651,GO:0071035,GO:0071038,GO:0071038,GO:0071042,GO:0071049,GO:0071051,SO:0000704
YHR069C-A	YHR069C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR070W	TRM5	TRM5	GO:0002939,GO:0002939,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005759,GO:0009019,GO:0009019,GO:0070901,SO:0000704
YHR070C-A	YHR070C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR071W	PCL5	PCL5	GO:0000307,GO:0005634,GO:0016242,GO:0016538,GO:0031647,GO:0043433,SO:0000704
YHR071C-A	YHR071C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR072W	ERG7	ERG7	GO:0000250,GO:0005811,GO:0005811,GO:0005811,GO:0006696,SO:0000704
YHR072W-A	NOP10	NOP10	GO:0000469,GO:0003723,GO:0005730,GO:0031118,GO:0031120,GO:0031429,SO:0000704
YHR073W	OSH3	OSH3	GO:0000742,GO:0001403,GO:0005737,GO:0005829,GO:0005886,GO:0006887,GO:0006897,GO:0007124,GO:0007124,GO:0008289,GO:0010922,GO:0015918,GO:0015918,GO:0030011,GO:0032541,GO:0034727,GO:0035621,GO:0120015,SO:0000704
YHR073W-A	YHR073W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR073C-B	YHR073C-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR074W	QNS1	QNS1	GO:0003952,GO:0003952,GO:0003952,GO:0003952,GO:0004359,GO:0004359,GO:0005634,GO:0005737,GO:0009435,GO:0009435,GO:0009435,GO:0009435,SO:0000704
YHR075C	PPE1	PPE1,MRPS2,YmS2	GO:0003735,GO:0005763,GO:0032543,GO:0052689,GO:1990577,SO:0000704
YHR076W	PTC7	PTC7	GO:0004721,GO:0004722,GO:0004722,GO:0005635,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006470,SO:0000704
YHR077C	NMD2	NMD2,IFS1,SUA1,SUP111,UPF2	GO:0000184,GO:0003674,GO:0005737,GO:0005844,GO:0006310,GO:0070478,SO:0000704
YHR078W	YHR078W	-	GO:0005575,GO:0008150,SO:0000704
YHR079C	IRE1	IRE1,ERN1	GO:0004521,GO:0004672,GO:0004674,GO:0005634,GO:0005783,GO:0006020,GO:0006468,GO:0006468,GO:0030176,GO:0030968,GO:0030968,GO:0031505,GO:0031505,GO:0031505,GO:0034067,GO:0034976,GO:0036290,GO:0051082,GO:0051082,SO:0000704
YHR079C-A	SAE3	SAE3,YHR079BC,YHR079C-B	GO:0000707,GO:0000707,GO:0000794,GO:0000794,GO:0003674,GO:0007131,SO:0000704
YHR080C	LAM4	LAM4,LTC3	GO:0005739,GO:0005739,GO:0015918,GO:0032366,GO:0032541,GO:0032934,GO:0120015,SO:0000704
YHR081W	LRP1	LRP1,RRP47,YC1D	GO:0000467,GO:0000973,GO:0003690,GO:0003725,GO:0005634,GO:0030234,GO:0034475,GO:0034476,GO:0044877,GO:0044877,GO:0071028,GO:0071033,GO:0071035,GO:0071035,GO:0071039,GO:0071039,GO:0071039,GO:0071051,GO:1901917,SO:0000704
YHR082C	KSP1	KSP1	GO:0003729,GO:0004672,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006468,GO:0006468,GO:0010494,GO:0010494,GO:0010570,GO:0016242,GO:0016242,GO:0031929,GO:0031929,GO:0034613,GO:0043555,GO:2000220,GO:2000220,SO:0000704
YHR083W	SAM35	SAM35,FMP20,TOB38,TOM38	GO:0001401,GO:0001401,GO:0001401,GO:0003674,GO:0005739,GO:0005739,GO:0005741,GO:0005741,GO:0005741,GO:0045040,GO:0045040,GO:0045040,GO:0070096,GO:0070096,GO:0070096,SO:0000704
YHR084W	STE12	STE12	GO:0000747,GO:0001403,GO:0003700,GO:0005634,GO:0005654,GO:0007124,GO:0007124,GO:0007329,GO:0046020,GO:1990526,GO:1990527,SO:0000704
YHR085W	IPI1	IPI1	GO:0000027,GO:0000463,GO:0003682,GO:0005634,GO:0005634,GO:0005634,GO:0005654,GO:0005829,GO:0006267,GO:0006364,GO:0030174,GO:0097344,SO:0000704
YHR086W	NAM8	NAM8,MRE2,MUD15	GO:0000243,GO:0000398,GO:0003729,GO:0003729,GO:0005634,GO:0005685,GO:0005737,GO:0006376,GO:0048026,GO:0071004,SO:0000704
YHR086W-A	YHR086W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR087W	RTC3	RTC3,HGI1	GO:0003674,GO:0005634,GO:0005737,GO:0016070,SO:0000704
YHR088W	RPF1	RPF1	GO:0000055,GO:0000463,GO:0000466,GO:0005730,GO:0030687,GO:0030687,GO:0042134,SO:0000704
YHR089C	GAR1	GAR1	GO:0005730,GO:0005730,GO:0031120,GO:0031429,GO:0034513,SO:0000704
YHR090C	YNG2	YNG2,EAF4,NBN1	GO:0004402,GO:0005634,GO:0005634,GO:0005829,GO:0006281,GO:0016573,GO:0032777,GO:0035064,GO:0035267,SO:0000704
YHR091C	MSR1	MSR1	GO:0004814,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006420,GO:0032543,GO:0070144,SO:0000704
YHR092C	HXT4	HXT4,LGT1,RAG1	GO:0005353,GO:0005355,GO:0005886,GO:0005886,GO:0008645,GO:0015146,GO:0015578,GO:0071944,SO:0000704
YHR093W	AHT1	AHT1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR094C	HXT1	HXT1,HOR4	GO:0005353,GO:0005354,GO:0005355,GO:0005886,GO:0005886,GO:0015146,GO:0015578,GO:0015761,GO:0071944,GO:1904659,SO:0000704
YHR095W	YHR095W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR096C	HXT5	HXT5	GO:0005353,GO:0005355,GO:0005355,GO:0005355,GO:0005886,GO:0008645,GO:0015578,GO:0071944,GO:1904659,SO:0000704
YHR097C	PAL2	PAL2,SCD1	GO:0003674,GO:0005634,GO:0005737,GO:0008150,GO:0030479,GO:0034399,SO:0000704
YHR098C	SFB3	SFB3,LST1	GO:0005048,GO:0005783,GO:0030127,GO:0030127,GO:0043332,GO:0071944,GO:0090110,GO:0090110,GO:0090110,SO:0000704
YHR099W	TRA1	TRA1	GO:0000124,GO:0004402,GO:0005634,GO:0006281,GO:0016573,GO:0035267,GO:0045944,GO:0046695,GO:0070209,SO:0000704
YHR100C	GEP4	GEP4,phosphatidylglycerophosphatase	GO:0005739,GO:0005759,GO:0008962,GO:0008962,GO:0008962,GO:0032049,GO:0046838,SO:0000704
YHR101C	BIG1	BIG1	GO:0003674,GO:0005783,GO:0009272,GO:0030176,SO:0000704
YHR102W	KIC1	KIC1,NRK1	GO:0000131,GO:0004672,GO:0005737,GO:0005933,GO:0007118,GO:0007118,GO:0031505,GO:0043332,SO:0000704
YHR103W	SBE22	SBE22	GO:0003674,GO:0005737,GO:0031505,SO:0000704
YHR104W	GRE3	GRE3	GO:0003729,GO:0004032,GO:0004032,GO:0005634,GO:0005737,GO:0019388,GO:0019568,GO:0019568,GO:0032866,GO:0032866,GO:0034599,GO:0042843,GO:0042843,GO:0071470,SO:0000704
YHR105W	YPT35	YPT35	GO:0005768,GO:0008150,GO:0032266,SO:0000704
YHR106W	TRR2	TRR2	GO:0004791,GO:0005739,GO:0005739,GO:0005739,GO:0034599,GO:0045454,SO:0000704
YHR107C	CDC12	CDC12,CLA10,PSL7	GO:0000144,GO:0000281,GO:0000921,GO:0000921,GO:0003924,GO:0005200,GO:0005200,GO:0005200,GO:0005525,GO:0005621,GO:0005628,GO:0005737,GO:0005935,GO:0005937,GO:0010314,GO:0030011,GO:0031105,GO:0031105,GO:0032160,GO:0045860,GO:0060090,GO:0070273,GO:1903475,SO:0000704
YHR108W	GGA2	GGA2	GO:0005802,GO:0006895,GO:0006896,GO:0006896,GO:0043130,GO:0043130,GO:0043328,GO:0070273,GO:0070273,SO:0000704
YHR109W	CTM1	CTM1	GO:0000277,GO:0000277,GO:0005829,GO:0018022,SO:0000704
YHR110W	ERP5	ERP5	GO:0003674,GO:0005783,GO:0016021,GO:0016192,SO:0000704
YHR111W	UBA4	UBA4,YHR1	GO:0001403,GO:0001403,GO:0002143,GO:0002143,GO:0002143,GO:0004792,GO:0005737,GO:0007114,GO:0016783,GO:0032447,GO:0032447,GO:0034599,GO:0042292,GO:0070733,GO:2000220,SO:0000704
YHR112C	YHR112C	-	GO:0004121,GO:0005634,GO:0005737,GO:0005737,GO:0006790,SO:0000704
YHR113W	APE4	APE4	GO:0000328,GO:0004177,GO:0005737,GO:0005737,GO:0006508,SO:0000704
YHR114W	BZZ1	BZZ1,LSB7	GO:0005543,GO:0005737,GO:0005886,GO:0005935,GO:0006897,GO:0007015,GO:0008047,GO:0009651,GO:0009651,GO:0030479,GO:0030479,GO:0043332,GO:0045010,SO:0000704
YHR115C	DMA1	DMA1,CHF1	GO:0000132,GO:0000132,GO:0000921,GO:0000921,GO:0004842,GO:0004842,GO:0005737,GO:0006511,GO:0016567,GO:0031578,GO:0031578,GO:0032186,GO:0051865,GO:0090337,GO:0090337,GO:0097271,SO:0000704
YHR116W	COX23	COX23	GO:0003674,GO:0005737,GO:0005737,GO:0005739,GO:0033108,SO:0000704
YHR117W	TOM71	TOM71,TOM72	GO:0005739,GO:0005739,GO:0005741,GO:0005741,GO:0006626,GO:0006626,GO:0008320,GO:0031307,SO:0000704
YHR118C	ORC6	ORC6	GO:0003688,GO:0005656,GO:0005656,GO:0005664,GO:0005664,GO:0006267,GO:0006270,GO:0030466,GO:0031261,SO:0000704
YHR119W	SET1	SET1,KMT2,YTX1	GO:0000122,GO:0000723,GO:0000723,GO:0000723,GO:0003723,GO:0003723,GO:0003723,GO:0016279,GO:0016279,GO:0018027,GO:0018027,GO:0030437,GO:0030466,GO:0031509,GO:0031509,GO:0031509,GO:0031509,GO:0035066,GO:0042138,GO:0042800,GO:0042800,GO:0042800,GO:0042800,GO:0042800,GO:0042800,GO:0043618,GO:0043618,GO:0045944,GO:0048188,GO:0048188,GO:0048188,GO:0051568,GO:0051568,GO:0051568,GO:0051568,GO:0051568,GO:1902275,GO:1903341,SO:0000704
YHR120W	MSH1	MSH1	GO:0000002,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006281,GO:0006298,GO:0007005,GO:0007005,GO:0008094,GO:0032137,GO:0032139,GO:0043504,SO:0000704
YHR121W	LSM12	LSM12	GO:0003723,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0010494,GO:0010494,GO:0016070,GO:0016070,SO:0000704
YHR122W	CIA2	CIA2	GO:0003674,GO:0005634,GO:0005737,GO:0005737,GO:0016226,GO:0097361,SO:0000704
YHR123W	EPT1	EPT1	GO:0004142,GO:0004142,GO:0004307,GO:0004307,GO:0005783,GO:0005794,GO:0006646,GO:0006646,GO:0006656,GO:0006656,SO:0000704
YHR124W	NDT80	NDT80	GO:0000228,GO:0003700,GO:0003700,GO:0043565,GO:0045944,GO:0051321,SO:0000704
YHR125W	YHR125W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHR126C	ANS1	ANS1	GO:0000324,GO:0003674,GO:0008150,SO:0000704
YHR127W	YHR127W	-	GO:0000022,GO:0003674,GO:0005634,SO:0000704
YHR128W	FUR1	FUR1	GO:0004845,GO:0005737,GO:0008655,SO:0000704
