SGDID	GeneID	Alias	GO Term
YGR160W	YGR160W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR161C	RTS3	RTS3	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YGR161W-C	YGR161W-C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR162W	TIF4631	TIF4631,eIF4G1	GO:0000932,GO:0001671,GO:0001671,GO:0001671,GO:0003723,GO:0003729,GO:0005515,GO:0005737,GO:0005739,GO:0005739,GO:0006413,GO:0010494,GO:0010494,GO:0010494,GO:0016281,GO:0034063,GO:0042273,GO:1901195,GO:1902280,SO:0000704
YGR163W	GTR2	GTR2	GO:0000329,GO:0000329,GO:0000329,GO:0000785,GO:0003924,GO:0005525,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0010507,GO:0016237,GO:0031902,GO:0043547,GO:0045121,GO:0045944,GO:0071986,GO:0071986,GO:1903778,GO:1904263,GO:1904263,GO:1904263,GO:1990131,GO:1990131,SO:0000704
YGR164W	YGR164W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR165W	MRPS35	MRPS35,mS45	GO:0003735,GO:0005739,GO:0005739,GO:0005763,GO:0032543,SO:0000704
YGR166W	TRS65	TRS65,KRE11	GO:0005085,GO:0005802,GO:0006891,GO:0006891,GO:0034622,GO:1990071,SO:0000704
YGR167W	CLC1	CLC1,SCD4	GO:0005198,GO:0005802,GO:0006897,GO:0006897,GO:0006897,GO:0030125,GO:0045807,GO:0065003,SO:0000704
YGR168C	PEX35	PEX35	GO:0005777,GO:0005778,GO:1900063,SO:0000704
YGR169C	PUS6	PUS6	GO:0005737,GO:0005739,GO:0009982,GO:0009982,GO:0031119,GO:0031119,SO:0000704
YGR169C-A	LSO2	LSO2,YGR169C-C	GO:0002182,GO:0005634,GO:0005737,GO:0043022,GO:0055072,SO:0000704
YGR170W	PSD2	PSD2	GO:0004609,GO:0005768,GO:0006656,SO:0000704
YGR171C	MSM1	MSM1	GO:0004825,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006431,SO:0000704
YGR172C	YIP1	YIP1	GO:0003674,GO:0005783,GO:0005789,GO:0005789,GO:0006888,GO:0016192,GO:0030134,GO:0030134,GO:0030173,GO:0048280,SO:0000704
YGR173W	RBG2	RBG2,GIR1	GO:0002181,GO:0005515,GO:0005525,GO:0005737,GO:1903833,SO:0000704
YGR174C	CBP4	CBP4	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0032592,GO:0034551,GO:0034551,SO:0000704
YGR174W-A	YGR174W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR175C	ERG1	ERG1	GO:0004506,GO:0004506,GO:0005783,GO:0005783,GO:0005811,GO:0005811,GO:0006696,SO:0000704
YGR176W	YGR176W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR177C	ATF2	ATF2	GO:0004026,GO:0005737,GO:0005783,GO:0005783,GO:0008202,GO:0009636,GO:0030176,GO:0034209,GO:1901089,SO:0000704
YGR178C	PBP1	PBP1,MRS16	GO:0003729,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005739,GO:0005739,GO:0005844,GO:0010494,GO:0010494,GO:0034063,GO:0043007,GO:0043621,GO:0044877,GO:0045727,GO:0045727,GO:1900365,GO:1900365,GO:1900365,GO:1901524,GO:1904262,SO:0000704
YGR179C	OKP1	OKP1	GO:0000776,GO:0000817,GO:0003674,GO:0008608,SO:0000704
YGR180C	RNR4	RNR4,CRT3,PSO3	GO:0004748,GO:0004748,GO:0004748,GO:0004748,GO:0004748,GO:0004748,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005971,GO:0005971,GO:0009263,GO:0009263,SO:0000704
YGR181W	TIM13	TIM13	GO:0005739,GO:0005739,GO:0005758,GO:0005758,GO:0042719,GO:0042719,GO:0045039,GO:0045039,GO:0045039,GO:0140318,GO:0140318,GO:0140318,SO:0000704
YGR182C	YGR182C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR183C	QCR9	QCR9,UCR9	GO:0005739,GO:0005750,GO:0006122,GO:0008121,GO:0009060,GO:0034551,SO:0000704
YGR184C	UBR1	UBR1,PTR1	GO:0000209,GO:0000209,GO:0000209,GO:0004842,GO:0005737,GO:0005737,GO:0006513,GO:0008540,GO:0030433,GO:0030433,GO:0071596,GO:0071629,GO:0071629,GO:0071629,GO:0071629,GO:0071629,GO:0071629,GO:0072671,GO:0090089,GO:0120174,GO:1904855,GO:1990116,GO:1990303,GO:1990303,SO:0000704
YGR185C	TYS1	TYS1,TTS1,TyrRS	GO:0003729,GO:0004831,GO:0004831,GO:0005634,GO:0005634,GO:0005737,GO:0006437,GO:0006437,GO:0010494,SO:0000704
YGR186W	TFG1	TFG1,RAP74,SSU71	GO:0001111,GO:0001139,GO:0001174,GO:0001174,GO:0001174,GO:0001174,GO:0001174,GO:0001174,GO:0001174,GO:0005674,GO:0005674,GO:0006367,GO:0006367,GO:0006367,GO:0006368,GO:0006368,GO:0051123,GO:0070940,GO:0070940,GO:0072542,GO:0080163,SO:0000704
YGR187C	HGH1	HGH1	GO:0005634,GO:0005737,GO:0005737,GO:0061077,GO:0061770,SO:0000704
YGR188C	BUB1	BUB1	GO:0000776,GO:0000776,GO:0000776,GO:0000776,GO:0000779,GO:0004672,GO:0005515,GO:0005634,GO:0006468,GO:0007094,GO:0016236,GO:0031134,GO:0034501,GO:0034501,GO:0034508,SO:0000704
YGR189C	CRH1	CRH1,transglycosylase	GO:0000131,GO:0006037,GO:0006037,GO:0009277,GO:0009277,GO:0016757,GO:0016757,GO:0016757,GO:0031505,GO:0031505,GO:0071944,SO:0000704
YGR190C	YGR190C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR191W	HIP1	HIP1	GO:0005291,GO:0005783,GO:0005886,GO:0006828,GO:0015817,GO:0015817,GO:0071944,SO:0000704
YGR192C	TDH3	TDH3,GAPDH,GLD1,GPD,HSP35,HSP36,SSS2	GO:0003723,GO:0003729,GO:0004365,GO:0005634,GO:0005737,GO:0005739,GO:0005739,GO:0005739,GO:0005811,GO:0005829,GO:0005829,GO:0005886,GO:0006094,GO:0006096,GO:0006915,GO:0009277,GO:0015886,GO:0072593,GO:1904408,SO:0000704
YGR193C	PDX1	PDX1	GO:0005198,GO:0005198,GO:0005739,GO:0005739,GO:0005739,GO:0005967,GO:0005967,GO:0005967,GO:0006086,GO:0006086,GO:0006086,SO:0000704
YGR194C	XKS1	XKS1,xylulokinase	GO:0004856,GO:0005737,GO:0005998,SO:0000704
YGR195W	SKI6	SKI6,ECM20,RRP41	GO:0000176,GO:0000176,GO:0000177,GO:0000177,GO:0000467,GO:0000467,GO:0003674,GO:0005730,GO:0016075,GO:0034427,GO:0034473,GO:0034473,GO:0034475,GO:0034475,GO:0034475,GO:0034476,GO:0034476,GO:0070478,GO:0070478,GO:0070478,GO:0070481,GO:0070651,GO:0071028,GO:0071028,GO:0071038,GO:0071038,GO:0071039,GO:0071042,GO:0071051,SO:0000704
YGR196C	FYV8	FYV8	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YGR197C	SNG1	SNG1	GO:0000324,GO:0003674,GO:0005886,GO:0015931,GO:0060237,GO:0061091,GO:0071944,SO:0000704
YGR198W	YPP1	YPP1	GO:0003674,GO:0005634,GO:0005737,GO:0005768,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0006623,GO:0006623,GO:0006898,GO:0019236,GO:0030479,GO:0072659,SO:0000704
YGR199W	PMT6	PMT6	GO:0004169,GO:0005783,GO:0006493,GO:0035269,SO:0000704
YGR200C	ELP2	ELP2,KTI3,TOT2	GO:0002098,GO:0005634,GO:0005737,GO:0006357,GO:0008017,GO:0032447,GO:0033588,SO:0000704
YGR201C	YGR201C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR202C	PCT1	PCT1,BSR2,CCT1	GO:0004105,GO:0005634,GO:0005635,GO:0006656,GO:0006657,GO:0042564,SO:0000704
YGR203W	YCH1	YCH1	GO:0004725,GO:0004792,GO:0005634,GO:0005737,GO:0016311,GO:0016791,SO:0000704
YGR204W	ADE3	ADE3	GO:0004329,GO:0004477,GO:0004488,GO:0005634,GO:0005737,GO:0005737,GO:0006760,GO:0009113,SO:0000704
YGR204C-A	YGR204C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR205W	TDA10	TDA10	GO:0005524,GO:0005634,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YGR206W	MVB12	MVB12	GO:0000813,GO:0000813,GO:0000813,GO:0000813,GO:0005768,GO:0005768,GO:0005768,GO:0005829,GO:0005829,GO:0006623,GO:0006623,GO:0031333,GO:0032509,GO:0043130,GO:1904669,SO:0000704
YGR207C	CIR1	CIR1	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YGR208W	SER2	SER2	GO:0005634,GO:0005737,GO:0006564,GO:0036424,SO:0000704
YGR209C	TRX2	TRX2,LMA1	GO:0000011,GO:0000011,GO:0000103,GO:0005829,GO:0006749,GO:0006888,GO:0006890,GO:0015036,GO:0042144,GO:0045454,GO:0080058,GO:0080058,GO:0080058,SO:0000704
YGR210C	YGR210C	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YGR211W	ZPR1	ZPR1	GO:0000086,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0061770,SO:0000704
YGR212W	SLI1	SLI1,N-acetyltransferase	GO:0005635,GO:0005886,GO:0008080,GO:0008080,GO:0009410,SO:0000704
YGR213C	RTA1	RTA1	GO:0003674,GO:0005783,GO:0005886,GO:0008150,SO:0000704
YGR214W	RPS0A	RPS0A,NAB1,NAB1A,S0A,S2,YST1,uS2	GO:0000028,GO:0000447,GO:0000461,GO:0002181,GO:0002181,GO:0003735,GO:0006407,GO:0010494,GO:0022627,GO:0030686,SO:0000704
YGR215W	RSM27	RSM27,mS33	GO:0003735,GO:0005739,GO:0005739,GO:0005763,GO:0032543,SO:0000704
YGR216C	GPI1	GPI1	GO:0000506,GO:0000506,GO:0005783,GO:0006506,GO:0006506,GO:0016021,GO:0017176,SO:0000704
YGR217W	CCH1	CCH1	GO:0005245,GO:0005262,GO:0005262,GO:0005886,GO:0006816,GO:0006816,SO:0000704
YGR218W	CRM1	CRM1,KAP124,XPO1	GO:0000055,GO:0000776,GO:0005634,GO:0005816,GO:0006406,GO:0006611,GO:0006611,GO:0017070,GO:0030619,GO:0030620,GO:0030621,GO:0030623,GO:0034501,GO:0051168,GO:0061608,GO:0061608,SO:0000704
YGR219W	YGR219W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR220C	MRPL9	MRPL9,YmL9,uL3m	GO:0003735,GO:0005739,GO:0005739,GO:0005762,GO:0032543,SO:0000704
YGR221C	TOS2	TOS2	GO:0000131,GO:0003674,GO:0005933,GO:0005934,GO:0005934,GO:0005935,GO:0005935,GO:0032507,GO:1902413,SO:0000704
YGR222W	PET54	PET54	GO:0000372,GO:0000372,GO:0005739,GO:0005743,GO:0005759,GO:0031314,GO:0045182,GO:0048027,GO:0070131,GO:0090615,GO:0097157,SO:0000704
YGR223C	HSV2	HSV2	GO:0000324,GO:0000329,GO:0005737,GO:0005768,GO:0010314,GO:0019898,GO:0032266,GO:0032266,GO:0032266,GO:0032266,GO:0032266,GO:0034727,GO:0070273,GO:0080025,GO:0080025,GO:0080025,GO:0080025,GO:0080025,SO:0000704
YGR224W	AZR1	AZR1	GO:0005886,GO:0045117,GO:0071944,GO:1901474,SO:0000704
YGR225W	AMA1	AMA1,SPO70	GO:0005680,GO:0006508,GO:0007127,GO:0007130,GO:0030437,GO:0030476,GO:0044778,GO:0045132,GO:0045732,GO:1903024,GO:1904668,GO:1904668,GO:1905786,GO:1990757,GO:1990757,SO:0000704
YGR226C	YGR226C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR227W	DIE2	DIE2,ALG10	GO:0005783,GO:0005789,GO:0006487,GO:0006488,GO:0071944,GO:0106073,SO:0000704
YGR227C-A	OTO1	OTO1	Note=Small%20toxic%20protein%3B%20overexpression%20inhibits%20ergosterol%20biosynthesis%3B%20not%20required%20for%20normal%20growth%2C%20not%20conserved%20in%20related%20yeast%20species%20including%20S.%20paradoxus
YGR228W	YGR228W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR229C	SMI1	SMI1,KNR4	GO:0000131,GO:0003674,GO:0005935,GO:0007346,GO:0007346,GO:0032995,GO:0032995,GO:0043332,SO:0000704
YGR230W	BNS1	BNS1	GO:0003674,GO:0005575,GO:0051321,GO:1904750,SO:0000704
YGR231C	PHB2	PHB2	GO:0000001,GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005743,GO:0005743,GO:0006457,GO:0031966,GO:0045861,SO:0000704
YGR232W	NAS6	NAS6	GO:0005634,GO:0005829,GO:0044183,GO:0070682,GO:0070682,GO:0070682,GO:0070682,GO:0070682,GO:1904855,SO:0000704
YGR233C	PHO81	PHO81,VAC6,phoS	GO:0004861,GO:0004861,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005829,GO:0006796,SO:0000704
YGR234W	YHB1	YHB1,YHB4,flavohemoglobin	GO:0005634,GO:0005737,GO:0005737,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0005829,GO:0010494,GO:0016966,GO:0016966,GO:0034599,GO:0034599,GO:0071218,GO:1902170,SO:0000704
YGR235C	MIC26	MIC26,MCS29,MIO27,MOS2	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0042407,GO:0042407,GO:0044284,GO:0061617,GO:0061617,GO:0061617,SO:0000704
YGR236C	SPG1	SPG1	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005783,GO:0008150,SO:0000704
YGR237C	YGR237C	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YGR238C	KEL2	KEL2	GO:0000747,GO:0001100,GO:0003674,GO:0005934,GO:0005935,GO:0032465,GO:0043332,GO:0043332,GO:0060627,GO:0090337,GO:1990615,SO:0000704
YGR239C	PEX21	PEX21	GO:0005515,GO:0005737,GO:0005777,GO:0005829,GO:0016558,GO:0016558,GO:0051099,SO:0000704
YGR240C	PFK1	PFK1	GO:0003872,GO:0003872,GO:0005737,GO:0005737,GO:0005739,GO:0005945,GO:0005945,GO:0005945,GO:0006096,GO:0006096,GO:0006096,GO:0051453,SO:0000704
YGR240C-A	YGR240C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR241C	YAP1802	YAP1802	GO:0005628,GO:0005829,GO:0005935,GO:0006897,GO:0030276,SO:0000704
YGR242W	YGR242W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR243W	MPC3	MPC3,FMP43	GO:0005739,GO:0005739,GO:0005739,GO:0006850,GO:0006850,GO:0006850,GO:0031966,GO:0050833,GO:0050833,GO:0050833,SO:0000704
YGR244C	LSC2	LSC2	GO:0004775,GO:0004775,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006099,GO:0006104,SO:0000704
YGR245C	SDA1	SDA1	GO:0000055,GO:0003674,GO:0005634,GO:0007089,GO:0042273,SO:0000704
YGR246C	BRF1	BRF1,PCF4,TDS4,TFIIIB70	GO:0000126,GO:0000126,GO:0000994,GO:0000994,GO:0000994,GO:0000995,GO:0000995,GO:0000995,GO:0000995,GO:0001112,GO:0001156,GO:0001156,GO:0003677,GO:0017025,GO:0070893,GO:0070898,GO:0070898,GO:0070898,GO:0070898,SO:0000704
YGR247W	CPD1	CPD1	GO:0004113,GO:0004113,GO:0009187,GO:0030136,SO:0000704
YGR248W	SOL4	SOL4	GO:0005634,GO:0005737,GO:0005829,GO:0009051,GO:0017057,SO:0000704
YGR249W	MGA1	MGA1	GO:0000785,GO:0003674,GO:0007124,GO:0007124,SO:0000704
YGR250C	RIE1	RIE1,WHI8	GO:0003729,GO:0005737,GO:0010494,GO:0010494,GO:2000134,SO:0000704
YGR251W	NOP19	NOP19	GO:0000447,GO:0000462,GO:0000472,GO:0000480,GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005654,GO:0005730,GO:0005730,GO:0005730,GO:0030686,SO:0000704
YGR252W	GCN5	GCN5,AAS104,ADA4,KAT2,SWI9	GO:0000124,GO:0000124,GO:0000775,GO:0003712,GO:0004402,GO:0005634,GO:0005829,GO:0006325,GO:0006338,GO:0010484,GO:0010484,GO:0010484,GO:0016573,GO:0016573,GO:0016573,GO:0016573,GO:0032968,GO:0032968,GO:0046695,GO:0070577,GO:0140068,GO:0140671,GO:0140671,SO:0000704
YGR253C	PUP2	PUP2,DOA5	GO:0003674,GO:0005634,GO:0005737,GO:0010499,GO:0019773,GO:0034515,GO:0042175,GO:0043161,GO:0043161,SO:0000704
YGR254W	ENO1	ENO1,HSP48	GO:0000015,GO:0000324,GO:0004634,GO:0005737,GO:0005739,GO:0005739,GO:0005829,GO:0005886,GO:0006096,GO:0032889,GO:0032889,GO:1904408,SO:0000704
YGR255C	COQ6	COQ6	GO:0005739,GO:0005739,GO:0005739,GO:0005743,GO:0006744,GO:0006744,GO:0008681,GO:0016712,SO:0000704
YGR256W	GND2	GND2	GO:0004616,GO:0005886,GO:0009051,SO:0000704
YGR257C	MTM1	MTM1	GO:0005739,GO:0006879,GO:0030170,GO:0031921,SO:0000704
YGR258C	RAD2	RAD2	GO:0000014,GO:0000112,GO:0006295,GO:0006295,GO:0006366,SO:0000704
YGR259C	YGR259C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR260W	TNA1	TNA1	GO:0000324,GO:0005739,GO:0005739,GO:0046942,GO:0046943,GO:0071944,GO:1903222,SO:0000704
YGR261C	APL6	APL6,YKS5	GO:0003674,GO:0005829,GO:0006623,GO:0006896,GO:0030123,SO:0000704
YGR262C	BUD32	BUD32,LDB14	GO:0000282,GO:0000408,GO:0000408,GO:0000722,GO:0000722,GO:0000723,GO:0000723,GO:0004674,GO:0004674,GO:0004674,GO:0005634,GO:0005634,GO:0005737,GO:0006468,GO:0016887,GO:0018105,GO:0018105,GO:0045944,GO:0070525,SO:0000704
YGR263C	SAY1	SAY1	GO:0005783,GO:0005783,GO:0005783,GO:0005788,GO:0005811,GO:0009636,GO:0016021,GO:0016125,GO:0034084,GO:0034084,GO:0034210,GO:0071944,SO:0000704
YGR264C	MES1	MES1,MESI,MetRS	GO:0004825,GO:0005737,GO:0006431,GO:0010494,GO:0017102,SO:0000704
YGR265W	YGR265W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR266W	YGR266W	-	GO:0003674,GO:0005628,GO:0005739,GO:0005739,GO:0005741,GO:0005886,GO:0008150,SO:0000704
YGR267C	FOL2	FOL2	GO:0003934,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0009396,SO:0000704
YGR268C	HUA1	HUA1	GO:0003674,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YGR269W	YGR269W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR270W	YTA7	YTA7	GO:0000122,GO:0003682,GO:0003682,GO:0003682,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005829,GO:0016887,GO:0031936,GO:0031936,GO:0031936,GO:0042393,GO:0042393,GO:0042393,GO:0042406,GO:0045944,GO:2000219,SO:0000704
YGR270C-A	YGR270C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR271W	SLH1	SLH1,RQT2	GO:0002181,GO:0003724,GO:0003729,GO:0005737,GO:0006417,GO:0006417,GO:0010494,SO:0000704
YGR271C-A	EFG1	EFG1,YGR272C	GO:0000321,GO:0000462,GO:0003674,GO:0005730,GO:0005730,GO:0030685,GO:0030688,GO:0071027,SO:0000704
YGR273C	YGR273C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR274C	TAF1	TAF1,KAT4,TAF130,TAF145,TafII130,TafII145	GO:0003682,GO:0003682,GO:0003682,GO:0004402,GO:0005634,GO:0005669,GO:0005669,GO:0005829,GO:0006366,GO:0006366,GO:0006366,GO:0006366,GO:0016251,GO:0017025,GO:0051123,GO:0051123,GO:0051123,GO:0060090,GO:0060090,GO:0060090,SO:0000704
YGR275W	RTT102	RTT102	GO:0005634,GO:0006337,GO:0006338,GO:0006338,GO:0006368,GO:0007059,GO:0015616,GO:0016514,GO:0016514,GO:0016586,SO:0000704
YGR276C	RNH70	RNH70,REX1,RNA82	GO:0000175,GO:0000467,GO:0002107,GO:0005634,GO:0008408,GO:0034415,GO:0034415,GO:0034415,GO:0034476,SO:0000704
YGR277C	CAB4	CAB4	GO:0004595,GO:0005634,GO:0005737,GO:0015937,GO:0015937,GO:1990143,SO:0000704
YGR278W	CWC22	CWC22	GO:0000398,GO:0003674,GO:0005684,SO:0000704
YGR279C	SCW4	SCW4	GO:0000324,GO:0000747,GO:0003729,GO:0005576,GO:0005773,GO:0009277,GO:0009277,GO:0015926,SO:0000704
YGR280C	PXR1	PXR1,GNO1,PinX1	GO:0000494,GO:0005654,GO:0005730,GO:0008047,GO:0010521,GO:0010521,GO:0032211,GO:0032211,GO:0032211,SO:0000704
YGR281W	YOR1	YOR1,YRS1	GO:0005886,GO:0008559,GO:0008559,GO:0042908,GO:0042908,GO:0071944,SO:0000704
YGR282C	BGL2	BGL2,SCW9	GO:0000324,GO:0009277,GO:0009277,GO:0031505,GO:0042124,GO:0042973,SO:0000704
YGR283C	YGR283C	-	GO:0005730,GO:0008168,GO:0008168,GO:0032259,GO:0032259,SO:0000704
YGR284C	ERV29	ERV29	GO:0005783,GO:0006888,GO:0030134,GO:0097020,SO:0000704
YGR285C	ZUO1	ZUO1,zuotin	GO:0000054,GO:0005730,GO:0005737,GO:0005737,GO:0005739,GO:0005739,GO:0005840,GO:0005844,GO:0006364,GO:0006450,GO:0006452,GO:0043022,GO:0051083,SO:0000704
YGR286C	BIO2	BIO2	GO:0004076,GO:0005739,GO:0005739,GO:0009102,SO:0000704
YGR287C	IMA1	IMA1	GO:0004574,GO:0004574,GO:0004575,GO:0005739,GO:0005739,GO:0046352,GO:0046352,SO:0000704
YGR288W	MAL13	MAL13,MALR	GO:0003700,GO:0005634,GO:0006355,GO:0044262,SO:0000704
YGR289C	MAL11	MAL11,AGT1,MALT	GO:0005352,GO:0005364,GO:0005364,GO:0015574,GO:0015768,GO:0015768,GO:0015771,GO:0016021,GO:0046352,SO:0000704
YGR290W	YGR290W	-	GO:0003674,GO:0008150,GO:0016021,SO:0000704
YGR291C	YGR291C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR292W	MAL12	MAL12,MALS	GO:0000025,GO:0004575,GO:0005886,GO:0005987,GO:0032450,GO:0033934,SO:0000704
YGR293C	YGR293C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR294W	PAU12	PAU12	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR295C	COS6	COS6	GO:0000324,GO:0000324,GO:0003674,GO:0005768,GO:0043328,SO:0000704
YGR296W	YRF1-3	YRF1-3,YRF1	GO:0000722,GO:0003678,GO:0005634,SO:0000704
YGR296C-A	YGR296C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YGR296C-B	YGR296C-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL050C	YHL050C	-	GO:0004386,GO:0005575,GO:0008150,SO:0000704
YHL050W-A	YHL050W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL049C	YHL049C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL048C-A	YHL048C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL048W	COS8	COS8	GO:0000324,GO:0003674,GO:0005635,GO:0043328,SO:0000704
YHL047C	ARN2	ARN2,TAF1	GO:0000324,GO:0006879,GO:0009237,GO:0015343,GO:0015343,GO:0015343,GO:0015891,GO:0015891,SO:0000704
YHL046W-A	YHL046W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL046C	PAU13	PAU13	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL045W	YHL045W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL044W	YHL044W	-	GO:0003674,GO:0005886,GO:0008150,SO:0000704
YHL043W	ECM34	ECM34	GO:0003674,GO:0005829,GO:0008150,SO:0000704
YHL042W	YHL042W	-	GO:0000324,GO:0003674,GO:0005783,GO:0008150,SO:0000704
YHL041W	YHL041W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL040C	ARN1	ARN1	GO:0000324,GO:0005634,GO:0005737,GO:0005768,GO:0005886,GO:0015343,GO:0015891,GO:0031410,GO:0071944,SO:0000704
YHL039W	EFM1	EFM1	GO:0005737,GO:0016279,GO:0016279,GO:0018026,GO:0018026,GO:0018026,SO:0000704
YHL038C	CBP2	CBP2	GO:0000372,GO:0003723,GO:0003723,GO:0005739,GO:0005739,GO:0090615,SO:0000704
YHL037C	YHL037C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL036W	MUP3	MUP3	GO:0000324,GO:0015191,GO:0015191,GO:1903692,GO:1903692,SO:0000704
YHL035C	VMR1	VMR1	GO:0000329,GO:0000329,GO:0005739,GO:0005739,GO:0008559,GO:0010038,GO:1990961,GO:1990961,SO:0000704
YHL034W-A	YHL034W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL034C	SBP1	SBP1,SSB1,SSBR1	GO:0000932,GO:0000932,GO:0003729,GO:0003729,GO:0005730,GO:0005730,GO:0005737,GO:0010494,GO:0010494,GO:0017148,GO:0031370,GO:0032055,SO:0000704
YHL033C	RPL8A	RPL8A,L4A,L8A,L8e,MAK7,YL5,eL8,rp6	GO:0000470,GO:0002181,GO:0003735,GO:0022625,SO:0000704
YHL032C	GUT1	GUT1	GO:0004370,GO:0005737,GO:0005739,GO:0006071,SO:0000704
YHL031C	GOS1	GOS1	GO:0005484,GO:0005797,GO:0006906,GO:0031201,GO:0048193,SO:0000704
YHL030W-A	YHL030W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YHL030W	ECM29	ECM29	GO:0000502,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0042030,GO:0043248,GO:0060090,SO:0000704
YHL029C	OCA5	OCA5	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YHL028W	WSC4	WSC4,YFW1,YHC8	GO:0005789,GO:0006612,GO:0008320,GO:0009408,GO:0045047,SO:0000704
YHL027W	RIM101	RIM101,RIM1	GO:0000122,GO:0001227,GO:0001227,GO:0001227,GO:0005634,GO:0009272,GO:0009272,GO:0010973,GO:0030437,GO:0045944,GO:0051321,GO:0071454,GO:0071469,SO:0000704
YHL026C	YHL026C	-	GO:0003674,GO:0008150,GO:0071944,SO:0000704
YHL025W	SNF6	SNF6	GO:0000182,GO:0000470,GO:0005634,GO:0005634,GO:0005829,GO:0006289,GO:0006289,GO:0006338,GO:0006338,GO:0016514,GO:0016514,GO:0016514,GO:0016514,GO:0016514,GO:0045943,GO:0045944,GO:0045944,SO:0000704
YHL024W	RIM4	RIM4	GO:0003723,GO:0005737,GO:0006279,GO:0007131,GO:0030435,GO:0051321,SO:0000704
YHL023C	NPR3	NPR3,RMD11	GO:0003674,GO:0007124,GO:0010508,GO:0010508,GO:0035859,GO:0051058,GO:0051321,GO:0097042,GO:1903833,GO:1904262,GO:1904262,GO:1904262,GO:1904262,GO:1904262,GO:1990130,GO:2000785,SO:0000704
